sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:auto_concept_id_equivalence,ADD_INFO:sourceName_fi,ADD_INFO:sourceConceptId,ADD_INFO:sourceDomain,ADD_INFO:sourceConceptClass,ADD_INFO:sourceValidStartDate,ADD_INFO:sourceValidEndDate,ADD_INFO:sourceParents,ADD_INFO:sourceParentVocabulary,ADD_INFO:obsolete_conceptId,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer
9934A,Effects of air pressure caused by explosion,35,442025,unique_parent_match,RÄJÄHDYKSEN PAINEAALLON VAIKUTUS,2000408760,Condition,5-char ICD9fi,1970-01-01,2099-12-31,993,,,1.00,APPROVED,EQUIVALENT,Javier,1642756805651,442025,Effects of air pressure caused by explosion,Condition,MAPS_TO,,<auto>,1642601963005,
7891A,"Other symptoms involving abdomen and pelvis, Hepatomegaly",15,197676,unique_parent_match,HEPATOMEGALIA,2000407035,Condition,5-char ICD9fi,1970-01-01,2099-12-31,789,,4168684,0.47,APPROVED,EQUIVALENT,Auto-remapping using OHDSI release 2024-08-29,1727395200000,4116798,Finding of general observation of appearance,Condition,MAPS_TO,,<auto>,1727395200000,
7553X,"Other congenital anomalies of limbs, Reduction deformities of lower limb[REDUCTIO EXTREMITATIS INFERIORIS ALIA  SEU NUD]",0,73580,parent_match,REDUCTIO EXTREMITATIS INFERIORIS ALIA  SEU NUD,2000406535,Condition,5-char ICD9fi,1970-01-01,2099-12-31,755,,,0.39,APPROVED,NARROWER,Javier,1642756738662,73580,Reduction deformity of lower limb,Condition,MAPS_TO,,<auto>,1642601964148,
8975A,"Traumatic amputation of leg(s) (complete) (partial), Unilateral, level not specified, complicated",0,4318111,unique_parent_match,AMPUT TRAUM EXTR INFER/PEDIS UNILATERALIS NUD COMPL,2000407893,Condition,5-char ICD9fi,1970-01-01,2099-12-31,897,,,0.41,APPROVED,EQUIVALENT,Javier,1642756805651,4056434,Traumatic bilateral amputation of leg with complication,Condition,MAPS_TO,,<auto>,1642601964394,
9938X,"Effects of air pressure, Other specified effects of air pressure",0,441182,unique_parent_match,MUU ILMANPAINEEN VAIKUTUS,2000408761,Condition,5-char ICD9fi,1970-01-01,2099-12-31,993,,,0.69,APPROVED,EQUIVALENT,Javier,1642756805651,441182,Effects of air pressure,Condition,MAPS_TO,,<auto>,1642601964902,
7892A,"Other symptoms involving abdomen and pelvis, Splenomegaly",24,200527,unique_parent_match,SPLENOMEGALIA,2000407036,Condition,5-char ICD9fi,1970-01-01,2099-12-31,789,,4168684,0.47,APPROVED,EQUIVALENT,Auto-remapping using OHDSI release 2024-08-29,1727395200000,4116798,Finding of general observation of appearance,Condition,MAPS_TO,,<auto>,1727395200000,
9939X,"Effects of air pressure, Unspecified effect of air pressure",0,441182,unique_parent_match,ILMANPAINEEN VAIKUTUS NUD,2000408762,Condition,5-char ICD9fi,1970-01-01,2099-12-31,993,,,0.69,APPROVED,EQUIVALENT,Javier,1642756805651,441182,Effects of air pressure,Condition,MAPS_TO,,<auto>,1642601966584,
8976A,"Traumatic amputation of leg(s) (complete) (partial), Bilateral [any level], without mention of complication",0,198900,unique_parent_match,AMPUT TRAUM EXTR INFER/PEDIS BILATERALIS NON COMPLI,2000407894,Condition,5-char ICD9fi,1970-01-01,2099-12-31,897,,,0.51,APPROVED,EQUIVALENT,Javier,1642756805651,198900,Bilateral traumatic amputation of legs at any level without complication,Condition,MAPS_TO,,<auto>,1642601967993,
7555A,"Other congenital anomalies of limbs, Other anomalies of upper limb, including shoulder girdle[ELEVATIO SCAPULAE CONGENITA]",0,74470,parent_match,ELEVATIO SCAPULAE CONGENITA,2000406536,Condition,5-char ICD9fi,1970-01-01,2099-12-31,755,,,0.49,APPROVED,NARROWER,Javier,1642756738662,4094261,"Malignant neoplasm of peripheral nerves of upper limb, including shoulder",Condition,MAPS_TO,,<auto>,1642601968003,
994,Effects of other external causes,0,440615,full_match,MUIDEN ULKOISTEN OLOSUHTEIDEN VAIKUTUS,2000408763,Condition,3-char ICD9fi,1970-01-01,2099-12-31,990-995,,,0.60,APPROVED,EQUAL,Javier,1642756146926,440933,Effects of accidental exposure to external cause,Condition,MAPS_TO,,<auto>,1642601968195,
7893A,"Other symptoms involving abdomen and pelvis, Abdominal or pelvic swelling, mass, or lump",76,4168222,unique_parent_match,TUMOR ABDOMINIS NUD,2000407037,Condition,5-char ICD9fi,1970-01-01,2099-12-31,789,,4168222,0.62,UNCHECKED,UNREVIEWED,,0,192438,Abdominal mass,Condition,MAPS_TO,Auto-remapped as poss_eq. Needs review.,<auto>,1727395200000,Javier
7893A,"Other symptoms involving abdomen and pelvis, Abdominal or pelvic swelling, mass, or lump",76,4168222,unique_parent_match,TUMOR ABDOMINIS NUD,2000407037,Condition,5-char ICD9fi,1970-01-01,2099-12-31,789,,4168222,0.62,UNCHECKED,UNREVIEWED,,0,201131,Pelvic mass,Condition,MAPS_TO,Auto-remapped as poss_eq. Needs review.,<auto>,1727395200000,Javier
7893A,"Other symptoms involving abdomen and pelvis, Abdominal or pelvic swelling, mass, or lump",76,4168222,unique_parent_match,TUMOR ABDOMINIS NUD,2000407037,Condition,5-char ICD9fi,1970-01-01,2099-12-31,789,,4168222,0.62,UNCHECKED,UNREVIEWED,,0,442597,Swollen abdomen,Condition,MAPS_TO,Auto-remapped as poss_eq. Needs review.,<auto>,1727395200000,Javier
7893A,"Other symptoms involving abdomen and pelvis, Abdominal or pelvic swelling, mass, or lump",76,4168222,unique_parent_match,TUMOR ABDOMINIS NUD,2000407037,Condition,5-char ICD9fi,1970-01-01,2099-12-31,789,,4168222,0.62,UNCHECKED,UNREVIEWED,,0,36685971,Localized swelling of abdominal wall,Condition,MAPS_TO,Auto-remapped as poss_eq. Needs review.,<auto>,1727395200000,Javier
7893A,"Other symptoms involving abdomen and pelvis, Abdominal or pelvic swelling, mass, or lump",76,4168222,unique_parent_match,TUMOR ABDOMINIS NUD,2000407037,Condition,5-char ICD9fi,1970-01-01,2099-12-31,789,,4168222,0.62,UNCHECKED,UNREVIEWED,,0,40354893,Pelvic swelling,Condition,MAPS_TO,Auto-remapped as poss_eq. Needs review.,<auto>,1727395200000,Javier
7617D,"Foetus or newborn affected by maternal complications of pregnancy, Malpresentation before labour[HABITUS DEFLEXIONIS , SEQUELA FOETIS RASK AIK]",0,4152171,parent_match,"HABITUS DEFLEXIONIS , SEQUELA FOETIS RASK AIK",2000406665,Condition,5-char ICD9fi,1970-01-01,2099-12-31,761,,4152171,0.38,INVALID_TARGET,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,0,Unmapped,,MAPS_TO,Invalid existing target: 37169850,,0,
9940A,"Effects of other external causes, Effects of lightning",0,436579,unique_parent_match,SALAMAN VAIKUTUS,2000408764,Condition,5-char ICD9fi,1970-01-01,2099-12-31,994,,,0.71,APPROVED,EQUIVALENT,Javier,1642756805651,436579,Effects of lightning,Condition,MAPS_TO,,<auto>,1642601970060,
8977A,"Traumatic amputation of leg(s) (complete) (partial), Bilateral [any level], complicated",0,200877,unique_parent_match,AMPUT TRAUM EXTR INFER/PEDIS BILATERALIS COMPLICATA,2000407895,Condition,5-char ICD9fi,1970-01-01,2099-12-31,897,,,0.47,APPROVED,EQUIVALENT,Javier,1642756805651,200877,Bilateral traumatic amputation of legs at any level with complication,Condition,MAPS_TO,,<auto>,1642601971073,
7894A,"Other symptoms involving abdomen and pelvis, Abdominal rigidity",0,200215,unique_parent_match,DEFôNCE,2000407038,Condition,5-char ICD9fi,1970-01-01,2099-12-31,789,,,0.55,APPROVED,EQUIVALENT,Javier,1642756805651,200215,Abdominal rigidity,Condition,MAPS_TO,,<auto>,1642601972033,
7555B,"Other congenital anomalies of limbs, Other anomalies of upper limb, including shoulder girdle[SYNOSTOSIS RADIOULNARIS]",0,74470,parent_match,SYNOSTOSIS RADIOULNARIS,2000406537,Condition,5-char ICD9fi,1970-01-01,2099-12-31,755,,,0.51,APPROVED,NARROWER,Javier,1642756738662,36686963,Bilateral radioulnar synostosis of upper limbs,Condition,MAPS_TO,,<auto>,1642601972149,
6462A,"Other complications of pregnancy, not elsewhere classified, Unspecified renal disease in pregnancy, without mention of hypertension",143,192679,unique_parent_match,PROTEINURIA GRAVIDARUM,2000405063,Condition,5-char ICD9fi,1970-01-01,2099-12-31,646,,,0.48,APPROVED,EQUIVALENT,Javier,1642756805651,4113510,"Failed medical termination of pregnancy, without complication",Condition,MAPS_TO,,<auto>,1642601972231,
900,Injury to blood vessels of head and neck,0,4134940,full_match,LAESIO VASCULARIS REGIONIS CAPITIS ET COLLI,2000407896,Condition,3-char ICD9fi,1970-01-01,2099-12-31,900-904,,,0.80,APPROVED,EQUAL,Javier,1642756146926,195398,Injury of blood vessels of head AND/OR neck,Condition,MAPS_TO,,<auto>,1642601972901,
9941A,"Effects of other external causes, Drowning and nonfatal submersion",10,443081,unique_parent_match,"HUKKUMINEN, HUKKUMISVAARA TAI VETEEN JOUTUMINEN",2000408765,Condition,5-char ICD9fi,1970-01-01,2099-12-31,994,,,0.61,APPROVED,EQUIVALENT,Javier,1642756805651,443081,Drowning and non-fatal immersion,Condition,MAPS_TO,,<auto>,1642601973328,
7895A,"Other symptoms involving abdomen and pelvis, Ascites",9,200528,unique_parent_match,ASCITES,2000407039,Condition,5-char ICD9fi,1970-01-01,2099-12-31,789,,4168684,0.48,APPROVED,EQUIVALENT,Auto-remapping using OHDSI release 2024-08-29,1727395200000,4116798,Finding of general observation of appearance,Condition,MAPS_TO,,<auto>,1727395200000,
9942A,"Effects of other external causes, Effects of hunger",0,433111,unique_parent_match,NÄLKÄ JA NÄLKÄKUOLEMA,2000408766,Condition,5-char ICD9fi,1970-01-01,2099-12-31,994,,,0.65,APPROVED,EQUIVALENT,Javier,1642756805651,433111,Effects of hunger,Condition,MAPS_TO,,<auto>,1642601975054,
9000A,"Injury to blood vessels of head and neck, Carotid artery",0,315116,unique_parent_match,LAESIO ARTERIAE CAROTIDIS,2000407897,Condition,5-char ICD9fi,1970-01-01,2099-12-31,900,,,0.66,APPROVED,EQUIVALENT,Javier,1642756805651,195398,Injury of blood vessels of head AND/OR neck,Condition,MAPS_TO,,<auto>,1642601975116,
7555C,"Other congenital anomalies of limbs, Other anomalies of upper limb, including shoulder girdle[MACRODACTYLIA MANUS]",0,74470,parent_match,MACRODACTYLIA MANUS,2000406538,Condition,5-char ICD9fi,1970-01-01,2099-12-31,755,,,0.49,APPROVED,NARROWER,Javier,1642756738662,4094261,"Malignant neoplasm of peripheral nerves of upper limb, including shoulder",Condition,MAPS_TO,,<auto>,1642601975808,
7899X,Other symptoms involving abdomen and pelvis,30,4117930,unique_parent_match,SYMPTOMATA ABDOMINIS ET PELVIS ALIA DEFINITA,2000407040,Condition,5-char ICD9fi,1970-01-01,2099-12-31,789,,4168684,0.54,APPROVED,EQUIVALENT,Auto-remapping using OHDSI release 2024-08-29,1727395200000,4116798,Finding of general observation of appearance,Condition,MAPS_TO,,<auto>,1727395200000,
9001A,"Injury to blood vessels of head and neck, Internal jugular vein",0,320888,unique_parent_match,LAESIO VENAE JUGULARIS INTERNAE,2000407898,Condition,5-char ICD9fi,1970-01-01,2099-12-31,900,,,0.62,APPROVED,EQUIVALENT,Javier,1642756805651,320888,Injury of internal jugular vein,Condition,MAPS_TO,,<auto>,1642601977275,
790,Nonspecific findings on examination of blood,0,4246053,full_match,VERITUTKIMUKSEN EPÄSPESIFIT LÖYDÖKSET,2000407041,Condition,3-char ICD9fi,1970-01-01,2099-12-31,790-796,,,0.56,INVALID_TARGET,EQUAL,Javier,1642756146926,0,Unmapped,,MAPS_TO,Invalid existing target: 4012819,,0,
7617E,"Foetus or newborn affected by maternal complications of pregnancy, Malpresentation before labour[KORK JÄÄNYT TARJ SIKIÖN PÄÄ,HAITTA SIKIÖÖN RASK AIK]",0,4152171,parent_match,"KORK JÄÄNYT TARJ SIKIÖN PÄÄ,HAITTA SIKIÖÖN RASK AIK",2000406666,Condition,5-char ICD9fi,1970-01-01,2099-12-31,761,,4152171,0.29,INVALID_TARGET,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,0,Unmapped,,MAPS_TO,Invalid existing target: 37169850,,0,
7555D,"Other congenital anomalies of limbs, Other anomalies of upper limb, including shoulder girdle[CLEFT HAND]",0,74470,parent_match,CLEFT HAND,2000406539,Condition,5-char ICD9fi,1970-01-01,2099-12-31,755,,,0.52,APPROVED,NARROWER,Javier,1642756738662,4094261,"Malignant neoplasm of peripheral nerves of upper limb, including shoulder",Condition,MAPS_TO,,<auto>,1642601979017,
9008X,"Injury to blood vessels of head and neck, Other specified blood vessels of head and neck",0,195398,unique_parent_match,LAESIO VASCULARIS CAPITIS ET COLLI ALIA DEFINITA,2000407899,Condition,5-char ICD9fi,1970-01-01,2099-12-31,900,,,0.63,APPROVED,EQUIVALENT,Javier,1642756805651,195398,Injury of blood vessels of head AND/OR neck,Condition,MAPS_TO,,<auto>,1642601979151,
6463A,"Other complications of pregnancy, not elsewhere classified, Habitual aborter",12,4011615,unique_parent_match,HABITUAL ABORTER,2000405064,Condition,5-char ICD9fi,1970-01-01,2099-12-31,646,,,0.43,APPROVED,EQUIVALENT,Javier,1642756805651,36713391,Fear of complications of pregnancy,Condition,MAPS_TO,,<auto>,1642601979625,
9009X,"Injury to blood vessels of head and neck, Unspecified bloodvessel of head and neck",0,195398,unique_parent_match,LAESIO VASCULARIS REGIONIS CAPITIS ET COLLI NUD,2000407900,Condition,5-char ICD9fi,1970-01-01,2099-12-31,900,,,0.60,APPROVED,EQUIVALENT,Javier,1642756805651,4134940,Injury to blood vessel of neck,Condition,MAPS_TO,,<auto>,1642601980719,
7555X,"Other congenital anomalies of limbs, Other anomalies of upper limb, including shoulder girdle[MALEFORMATIONES EXTREMITATIS SUPERIORIS ALIA DEF]",19,74470,parent_match,MALEFORMATIONES EXTREMITATIS SUPERIORIS ALIA DEF,2000406540,Condition,5-char ICD9fi,1970-01-01,2099-12-31,755,,,0.48,APPROVED,NARROWER,Javier,1642756738662,4094261,"Malignant neoplasm of peripheral nerves of upper limb, including shoulder",Condition,MAPS_TO,,<auto>,1642601982277,
6464A,"Other complications of pregnancy, not elsewhere classified, Peripheral neuritis in pregnancy",0,197608,unique_parent_match,NEURITIS PERIPHERICA IN GRAVIDITATE,2000405065,Condition,5-char ICD9fi,1970-01-01,2099-12-31,646,,,0.54,APPROVED,EQUIVALENT,Javier,1642756805651,197608,Peripheral neuritis in pregnancy,Condition,MAPS_TO,,<auto>,1642601982348,
7556A,"Other congenital anomalies of limbs, Other anomalies of lower limb, including pelvic girdle[COXA VALGA CONGENITA]",0,193863,parent_match,COXA VALGA CONGENITA,2000406541,Condition,5-char ICD9fi,1970-01-01,2099-12-31,755,,,0.47,APPROVED,NARROWER,Javier,1642756738662,193863,Congenital abnormality of lower limb and pelvic girdle,Condition,MAPS_TO,,<auto>,1642601984229,
6465A,"Other complications of pregnancy, not elsewhere classified, Asymptomatic bacteriuria in pregnancy",0,80156,unique_parent_match,BACTERIURIA ASYMPTOMATICA IN GRAVIDITATE,2000405066,Condition,5-char ICD9fi,1970-01-01,2099-12-31,646,,,0.61,APPROVED,EQUIVALENT,Javier,1642756805651,80156,Asymptomatic bacteriuria in pregnancy,Condition,MAPS_TO,,<auto>,1642601984961,
7617F,"Foetus or newborn affected by maternal complications of pregnancy, Malpresentation before labour[MONISIKIÖN YHT VIRHETARJ,HAITTA SIKIÖÖN RASK AIK]",0,4152171,parent_match,"MONISIKIÖN YHT VIRHETARJ,HAITTA SIKIÖÖN RASK AIK",2000406667,Condition,5-char ICD9fi,1970-01-01,2099-12-31,761,,4152171,0.32,INVALID_TARGET,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,0,Unmapped,,MAPS_TO,Invalid existing target: 37169850,,0,
7556B,"Other congenital anomalies of limbs, Other anomalies of lower limb, including pelvic girdle[COXA VARA CONGENITA]",0,193863,parent_match,COXA VARA CONGENITA,2000406542,Condition,5-char ICD9fi,1970-01-01,2099-12-31,755,,,0.48,APPROVED,NARROWER,Javier,1642756738662,193863,Congenital abnormality of lower limb and pelvic girdle,Condition,MAPS_TO,,<auto>,1642601986437,
7556C,"Other congenital anomalies of limbs, Other anomalies of lower limb, including pelvic girdle[MACRODACTYLIA PEDIS]",0,193863,parent_match,MACRODACTYLIA PEDIS,2000406543,Condition,5-char ICD9fi,1970-01-01,2099-12-31,755,,,0.47,APPROVED,NARROWER,Javier,1642756738662,193863,Congenital abnormality of lower limb and pelvic girdle,Condition,MAPS_TO,,<auto>,1642601988700,
6466A,"Other complications of pregnancy, not elsewhere classified, Infections of genito-urinary tract in pregnancy",133,77340,unique_parent_match,INFECTIO VIARUM URIGENITALIUM IN GRAVIDITATE,2000405067,Condition,5-char ICD9fi,1970-01-01,2099-12-31,646,,,0.52,APPROVED,EQUIVALENT,Javier,1642756805651,4146482,Urinary tract infection in pregnancy,Condition,MAPS_TO,,<auto>,1642601990055,
7617G,"Foetus or newborn affected by maternal complications of pregnancy, Malpresentation before labour[SIKIÖN KÄSIV ESIINLUISKAHDUS SIKIÖHAITTA ,RASK AIK]",0,4152171,parent_match,"SIKIÖN KÄSIV ESIINLUISKAHDUS SIKIÖHAITTA ,RASK AIK",2000406668,Condition,5-char ICD9fi,1970-01-01,2099-12-31,761,,4152171,0.30,INVALID_TARGET,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,0,Unmapped,,MAPS_TO,Invalid existing target: 37169850,,0,
7556D,"Other congenital anomalies of limbs, Other anomalies of lower limb, including pelvic girdle[HYPOPLASIA EXTREMITATIS INFERIORIS CONGENITA]",52,193863,parent_match,HYPOPLASIA EXTREMITATIS INFERIORIS CONGENITA,2000406544,Condition,5-char ICD9fi,1970-01-01,2099-12-31,755,,,0.45,APPROVED,NARROWER,Javier,1642756738662,193863,Congenital abnormality of lower limb and pelvic girdle,Condition,MAPS_TO,,<auto>,1642601991571,
7556E,"Other congenital anomalies of limbs, Other anomalies of lower limb, including pelvic girdle[PSEUDARTHROSIS TIBIAE CONGENITA]",0,193863,parent_match,PSEUDARTHROSIS TIBIAE CONGENITA,2000406545,Condition,5-char ICD9fi,1970-01-01,2099-12-31,755,,,0.45,APPROVED,NARROWER,Javier,1642756738662,193863,Congenital abnormality of lower limb and pelvic girdle,Condition,MAPS_TO,,<auto>,1642601994072,
6467A,"Other complications of pregnancy, not elsewhere classified, Liver disorders in pregnancy[HEPATOSIS GRAVIDARUM]",427,444094,parent_match,HEPATOSIS GRAVIDARUM,2000405068,Condition,5-char ICD9fi,1970-01-01,2099-12-31,646,,,0.38,APPROVED,NARROWER,Javier,1642756738662,45757142,Viral hepatitis in mother complicating pregnancy,Condition,MAPS_TO,,<auto>,1642601995342,
7556X,"Other congenital anomalies of limbs, Other anomalies of lower limb, including pelvic girdle[MALEFORMATIONES EXTREMITATIS INFERIORIS ALIA DEF]",33,193863,parent_match,MALEFORMATIONES EXTREMITATIS INFERIORIS ALIA DEF,2000406546,Condition,5-char ICD9fi,1970-01-01,2099-12-31,755,,,0.46,APPROVED,NARROWER,Javier,1642756738662,193863,Congenital abnormality of lower limb and pelvic girdle,Condition,MAPS_TO,,<auto>,1642601997236,
7617H,"Foetus or newborn affected by maternal complications of pregnancy, Malpresentation before labour[MUUT VIRHEASENNOT JA-TARJONNAT,SIKIÖHAITTA,RASK AIK]",0,4152171,parent_match,"MUUT VIRHEASENNOT JA-TARJONNAT,SIKIÖHAITTA,RASK AIK",2000406669,Condition,5-char ICD9fi,1970-01-01,2099-12-31,761,,4152171,0.31,INVALID_TARGET,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,0,Unmapped,,MAPS_TO,Invalid existing target: 37169850,,0,
7558A,"Other congenital anomalies of limbs, Other specified anomalies of unspecified limb[ARTHROGRYPOSIS MULTIPLEX CONGENITA]",0,134741,parent_match,ARTHROGRYPOSIS MULTIPLEX CONGENITA,2000406547,Condition,5-char ICD9fi,1970-01-01,2099-12-31,755,,,0.58,APPROVED,NARROWER,Javier,1642756738662,4009040,Arthrogryposis,Condition,MAPS_TO,,<auto>,1642601999251,
6467X,"Other complications of pregnancy, not elsewhere classified, Liver disorders in pregnancy[HEPATOPATHIA ALIA GRAVIDARUM]",11,444094,parent_match,HEPATOPATHIA ALIA GRAVIDARUM,2000405069,Condition,5-char ICD9fi,1970-01-01,2099-12-31,646,,,0.38,APPROVED,NARROWER,Javier,1642756738662,37018656,Depressive disorder in mother complicating pregnancy,Condition,MAPS_TO,,<auto>,1642602001224,
7558X,"Other congenital anomalies of limbs, Other specified anomalies of unspecified limb[MALEFORMATIONES EXTREMITATUM ALIA DEFINITA]",0,134741,parent_match,MALEFORMATIONES EXTREMITATUM ALIA DEFINITA,2000406548,Condition,5-char ICD9fi,1970-01-01,2099-12-31,755,,,0.37,APPROVED,NARROWER,Javier,1642756738662,36548818,"Seminoma, NOS, of other specified parts of male genital organs",Condition,MAPS_TO,,<auto>,1642602001721,
7559X,"Other congenital anomalies of limbs, Unspecified anomaly of unspecified limb",0,134741,unique_parent_match,MALEFORMATIONES EXTREMITATUM NUD,2000406549,Condition,5-char ICD9fi,1970-01-01,2099-12-31,755,,,0.57,APPROVED,EQUIVALENT,Javier,1642756805651,134741,Congenital anomaly of limb,Condition,MAPS_TO,,<auto>,1642602003461,
7617X,"Foetus or newborn affected by maternal complications of pregnancy, Malpresentation before labour[SIKIÖN VIRHEAS JA -TARJ NUD,SIKIÖHAITTA RASK AIK]",0,4152171,parent_match,"SIKIÖN VIRHEAS JA -TARJ NUD,SIKIÖHAITTA RASK AIK",2000406670,Condition,5-char ICD9fi,1970-01-01,2099-12-31,761,,4152171,0.31,INVALID_TARGET,NARROWER,Auto-remapping using OHDSI release 2024-08-29,1727395200000,0,Unmapped,,MAPS_TO,Invalid existing target: 37169850,,0,
756,Other congenital musculoskeletal anomalies,0,135061,full_match,MALEFORMATIONES SYSTEMATIS MUSCULOSCELETALIS ALIAE,2000406550,Condition,3-char ICD9fi,1970-01-01,2099-12-31,,,,0.75,APPROVED,EQUAL,Javier,1642756146926,135061,Congenital anomaly of musculoskeletal system,Condition,MAPS_TO,,<auto>,1642602004567,
6468A,"Other complications of pregnancy, not elsewhere classified, Other specified complications of pregnancy[RIITTÄMÄTÖN PAINONNOUSU RASKAUDEN AIKANA]",0,43530950,parent_match,RIITTÄMÄTÖN PAINONNOUSU RASKAUDEN AIKANA,2000405070,Condition,5-char ICD9fi,1970-01-01,2099-12-31,646,,,0.28,APPROVED,NARROWER,Javier,1642756738662,37110282,Venous complication of pregnancy,Condition,MAPS_TO,,<auto>,1642602006721,
7560A,"Other congenital musculoskeletal anomalies, Anomalies of skull and face bones[CRANIOSYNOSTOSIS]",16,434742,parent_match,CRANIOSYNOSTOSIS,2000406551,Condition,5-char ICD9fi,1970-01-01,2099-12-31,756,,,0.51,APPROVED,NARROWER,Javier,1642756738662,434742,Congenital abnormality of skull and face bones,Condition,MAPS_TO,,<auto>,1642602006782,
7618X,"Foetus or newborn affected by maternal complications of pregnancy, Other specified maternal complications of pregnancy affecting foetus or newborn",0,444094,unique_parent_match,"COMPLICATIO GRAVIDITATITS ALIA , SEQUELA FOETUS",2000406671,Condition,5-char ICD9fi,1970-01-01,2099-12-31,761,,,0.51,APPROVED,EQUIVALENT,Javier,1642756805651,4118054,Fetal or neonatal effect of maternal complication of pregnancy,Condition,MAPS_TO,,<auto>,1642602009396,
7560X,"Other congenital musculoskeletal anomalies, Anomalies of skull and face bones[MALEFORMATIONES OSSIS CRANII ET FACIEI]",0,434742,parent_match,MALEFORMATIONES OSSIS CRANII ET FACIEI,2000406552,Condition,5-char ICD9fi,1970-01-01,2099-12-31,756,,,0.47,APPROVED,NARROWER,Javier,1642756738662,434742,Congenital abnormality of skull and face bones,Condition,MAPS_TO,,<auto>,1642602009456,
7561A,"Other congenital musculoskeletal anomalies, Anomalies of spine[SPONDYLOLISTHESIS CONGENITA]",75,81670,parent_match,SPONDYLOLISTHESIS CONGENITA,2000406553,Condition,5-char ICD9fi,1970-01-01,2099-12-31,756,,,0.54,APPROVED,NARROWER,Javier,1642756738662,79127,Congenital spondylolisthesis,Condition,MAPS_TO,,<auto>,1642602011451,
6468B,"Other complications of pregnancy, not elsewhere classified, Other specified complications of pregnancy[RASKAUDENAIKAINEN LIIKALIHAVUUS]",48,43530950,parent_match,RASKAUDENAIKAINEN LIIKALIHAVUUS,2000405071,Condition,5-char ICD9fi,1970-01-01,2099-12-31,646,,,0.31,APPROVED,NARROWER,Javier,1642756738662,36713391,Fear of complications of pregnancy,Condition,MAPS_TO,,<auto>,1642602012028,
7561B,"Other congenital musculoskeletal anomalies, Anomalies of spine[SPINA BIFIDA OCCULTA]",0,81670,parent_match,SPINA BIFIDA OCCULTA,2000406554,Condition,5-char ICD9fi,1970-01-01,2099-12-31,756,,,0.53,APPROVED,NARROWER,Javier,1642756738662,381677,Spina bifida occulta,Condition,MAPS_TO,,<auto>,1642602013385,
7619X,"Foetus or newborn affected by maternal complications of pregnancy, Unspecified maternal complication of pregnancy affecting foetus or newborn",0,43530950,unique_parent_match,"COMPLICATIO GRAVIDITATITS NUD, SEQUELA FOETUS",2000406672,Condition,5-char ICD9fi,1970-01-01,2099-12-31,761,,,0.52,APPROVED,EQUIVALENT,Javier,1642756805651,4118054,Fetal or neonatal effect of maternal complication of pregnancy,Condition,MAPS_TO,,<auto>,1642602014476,
7561C,"Other congenital musculoskeletal anomalies, Anomalies of spine[SYNDROMA KLIPPEL-FEIL]",0,81670,parent_match,SYNDROMA KLIPPEL-FEIL,2000406555,Condition,5-char ICD9fi,1970-01-01,2099-12-31,756,,,0.52,APPROVED,NARROWER,Javier,1642756738662,433585,Klippel-Feil sequence,Condition,MAPS_TO,,<auto>,1642602015442,
6468C,"Other complications of pregnancy, not elsewhere classified, Other specified complications of pregnancy[HERPES GESTATIONIS]",15,43530950,parent_match,HERPES GESTATIONIS,2000405072,Condition,5-char ICD9fi,1970-01-01,2099-12-31,646,,,0.38,APPROVED,NARROWER,Javier,1642756738662,45757066,Genital herpes simplex in mother complicating pregnancy,Condition,MAPS_TO,,<auto>,1642602016759,
7561D,"Other congenital musculoskeletal anomalies, Anomalies of spine[SPONDYLOLYSIS CONGENITA]",44,81670,parent_match,SPONDYLOLYSIS CONGENITA,2000406556,Condition,5-char ICD9fi,1970-01-01,2099-12-31,756,,,0.52,APPROVED,NARROWER,Javier,1642756738662,135061,Congenital anomaly of musculoskeletal system,Condition,MAPS_TO,,<auto>,1642602017467,
7561X,"Other congenital musculoskeletal anomalies, Anomalies of spine[MALEFORMATIONES COLUMNAE VERTEBRALIS ALIAE]",28,81670,parent_match,MALEFORMATIONES COLUMNAE VERTEBRALIS ALIAE,2000406557,Condition,5-char ICD9fi,1970-01-01,2099-12-31,756,,,0.47,APPROVED,NARROWER,Javier,1642756738662,4313834,Congenital anomaly of thoracic cage,Condition,MAPS_TO,,<auto>,1642602020251,
7562A,"Other congenital musculoskeletal anomalies, Cervical rib",10,79144,unique_parent_match,COSTA CERVICALIS,2000406558,Condition,5-char ICD9fi,1970-01-01,2099-12-31,756,,,0.64,APPROVED,EQUIVALENT,Javier,1642756805651,135061,Congenital anomaly of musculoskeletal system,Condition,MAPS_TO,,<auto>,1642602021711,
