SOURCE	Location	Original_variable_name_fi	Original_variable_name_en	Code	name_fi	name_en	valid_start_date	valid_end_date
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4221'	Matkatoimistovirkailijat	Travel agency and related clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4222'	Vastaanoton ja neuvonnan hoitajat	Receptionists and information clerks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'4223'	Puhelinvaihteenhoitajat ja h‰lytysp‰ivyst‰j‰t	Telephone switchboard operators and emergency officers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'42231'	Puhelinvaihteenhoitajat	Telephone switchboard operators	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'42232'	H‰lytysp‰ivyst‰j‰t	Emergency officers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5'	Palvelu-, myynti- ja hoitotyˆntekij‰t	Service and care workers, and shop and market sales workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51'	Palvelu- ja suojelutyˆntekij‰t ym.	Personal and protective services workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'511'	Matkustuspalvelutyˆntekij‰t	Travel attendants and related workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5111'	Lentoem‰nn‰t, purserit ym.	Travel attendants and travel stewards	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5112'	Konduktˆˆrit, rahastajat ym.	Transport conductors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5113'	Matkaoppaat ja matkanjohtajat	Travel guides and tour leaders	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'512'	Ravintola- ja suurtaloustyˆntekij‰t	Housekeeping and restaurant services workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5121'	Ravintola-, suurtalous- ym. esimiehet	Housekeepers and related supervisors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51211'	Ravintola- ja suurtalousesimiehet	Housekeeping and restaurant services supervisors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51212'	Siivoustyˆnjohtajat	Cleaning supervisors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5122'	Kokit, keitt‰j‰t ja kylm‰kˆt	Cooks	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5123'	Tarjoilutyˆntekij‰t	Waiters, waitresses and bartenders	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'513'	Perus- ja l‰hihoitajat, lasten- ja kodinhoitajat ym.	Practical nurses, childminders and home care assistants	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5131'	Lastenhoitotyˆntekij‰t	Child-care workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51311'	Lastenhoitajat ja p‰iv‰kotiapulaiset	Childminders and kindergarten assistants	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51312'	Perhep‰iv‰hoitajat ym.	Private childminders	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5132'	Perushoitajat, l‰hihoitajat ym.	Practical nurses	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51321'	Perushoitajat ja l‰hihoitajat	Practical nurses	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51322'	Mielenterveyshoitajat	Practical mental nurses	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51323'	L‰‰kint‰vahtimestari-sairaankuljettajat	Hospital and ambulance attendants	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51324'	Kehitysvammaistenhoitajat	Mental handicap nurses	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51325'	Hammashoitajat	Dental assistants	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51326'	Sosiaalialan hoitajat	Social work assistants	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51327'	V‰linehuoltajat	Equipment maintenance assistants	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5133'	Kodinhoitajat, henkilˆkohtaiset avustajat ym.	Home care assistants, personal care workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51331'	Kodinhoitajat ja kotiavustajat	Home care assistants	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51332'	Henkilˆkohtaiset avustajat ym.	Personal care workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5139'	Apteekkien l‰‰ketyˆntekij‰t ym.	Pharmaceutical assistants	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51391'	Apteekkien l‰‰ketyˆntekij‰t	Pharmaceutical assistants	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51399'	El‰inl‰‰kint‰avustajat	Veterinary aids	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'514'	Henkilˆkohtaisen palvelun tyˆntekij‰t	Other personal services workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5141'	Kampaajat, parturit, kosmetologit ym.	Hairdressers, barbers, beauticians and related workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51411'	Kampaajat ja parturit	Hairdressers and barbers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51412'	Kauneudenhoitajat	Beauticians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51413'	Kuntohoitajat, jalkojenhoitajat ym.	Practical rehabilitation nurses and chiropodists	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51419'	Kylvett‰j‰t ym.	Bath attendants and related workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5143'	Hautauspalvelutyˆntekij‰t	Undertakers and embalmers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51431'	Hautaustoimistonhoitajat ym.	Undertakers and related funeral workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'51432'	Muut hautaustyˆntekij‰t	Other funeral workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5149'	Muut henkilˆkohtaisen palvelun tyˆntekij‰t	Other personal services workers not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'516'	Suojelu- ja vartiointityˆntekij‰t	Protective services workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5161'	Palomiehet	Fire-fighters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5162'	Poliisit	Police officers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5163'	Vanginvartijat	Prison guards	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5169'	Valvojat ja vartijat	Protective services workers not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'52'	Mallit, myyj‰t ja tuote-esittelij‰t	Models, salespersons and demonstrators	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'521'	Mallit	Fashion and other models	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5210'	Mallit	Fashion and other models	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'522'	Myyj‰t ja tuote-esittelij‰t	Shop, stall and market salespersons and demonstrators	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'5220'	Myyj‰t ja tuote-esittelij‰t	Shop, stall and market salespersons and demonstrators	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'52201'	Tuote-esittelij‰t	Demonstrators	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'52202'	Myyj‰t ja myym‰l‰kassanhoitajat	Salespersons and cashiers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'52203'	Erikoismyyj‰t	Salespersons in specialised shops	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'6'	Maanviljelij‰t, mets‰tyˆntekij‰t ym.	Skilled agricultural and fishery workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'61'	Maanviljelij‰t, mets‰tyˆntekij‰t ym.	Skilled agricultural and fishery workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'611'	Pelto- ja puutarhaviljelij‰t	Market gardeners and crop growers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'6111'	Peltoviljelij‰t ja peltoviljelytyˆntekij‰t	Field crop and vegetable growers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'61111'	Peltoviljelij‰t	Field crop growers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'61112'	Peltoviljelytyˆnjohtajat ja -tyˆntekij‰t	Field crop supervisors and workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'6112'	Puutarha- ja kasvihuoneviljelij‰t ja -tyˆntekij‰t	Gardeners, horticultural and nursery growers and workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'61121'	Puutarha- ja kasvihuoneviljelij‰t	Gardeners, horticultural and nursery growers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'61122'	Puutarha- ja kasvihuonetyˆnjohtajat	Horticultural and nursery supervisors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'61123'	Puutarha-  ja kasvihuonetyˆntekij‰t	Horticultural and nursery workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'612'	El‰intenkasvattajat ja -hoitajat	Animal producers and related workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'6121'	El‰intenkasvattajat	Dairy and livestock producers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'6122'	El‰intenhoitajat	Dairy and livestock workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'6123'	Maatalouslomittajat	Farmer&#39;s locums	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'6129'	Muut el‰intenhoitajat	Animal producers and related workers not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'613'	Yhdistetyn maanviljelyn ja el‰intenhoidon harjoittajat ja tyˆntekij‰t	Crop and animal producers and workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'6130'	Yhdistetyn maanviljelyn ja el‰intenhoidon harjoittajat ja tyˆntekij‰t	Crop and animal producers and workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'614'	Metsurit ja mets‰tyˆntekij‰t	Forestry and related workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'6140'	Metsurit ja mets‰tyˆntekij‰t	Forestry and related workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'615'	Kalanviljelij‰t, kalastajat ja mets‰st‰j‰t	Fishery workers, hunters and trappers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'6151'	Kalanviljely-yritt‰j‰t ja -tyˆntekij‰t	Aquatic life cultivation workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'61511'	Kalanviljely-yritt‰j‰t	Fish farmers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'61512'	Kalanviljelytyˆnjohtajat ja -tyˆntekij‰t	Fishery supervisors and workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'6152'	Kalastajat	Inland and coastal waters fishery workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'6154'	Riistanhoitajat ja mets‰st‰j‰t	Hunters and trappers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7'	Rakennus-, korjaus- ja valmistustyˆntekij‰t	Craft and related trades workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'71'	Kaivos-, louhos- ja rakennustyˆntekij‰t	Extraction and building trades workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'711'	Kaivostyˆntekij‰t, panostajat, kivenhakkaajat ym.	Miners, shotfirers, stone cutters and carvers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7111'	Kaivos- ja louhostyˆntekij‰t	Miners and quarry workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7112'	Panostajat ja r‰j‰ytt‰j‰t	Shotfirers and blasters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7113'	Kivenhakkaajat ja -leikkaajat ym.	Stone splitters, cutters and carvers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'712'	Rakennustyˆntekij‰t ym.	Building frame and related trades workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7121'	Rakennustyˆntekij‰t	Builders	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7122'	Muurarit ja laatoittajat	Bricklayers and stonemasons	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7123'	Raudoittajat	Concrete placers, concrete finishers and related workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7124'	Kirvesmiehet	Carpenters and joiners	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7129'	Muut rakennustyˆntekij‰t ja -korjaajat ym.	Building frame and related trades workers not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'713'	Rakennusten viimeistelytyˆntekij‰t	Building finishers and related trades workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7131'	Kattoasentajat ja -korjaajat	Roofers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7132'	Lattianp‰‰llystystyˆntekij‰t	Floor layers and tile setters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7133'	Rappaajat	Plasterers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7134'	Erist‰j‰t	Insulation workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7135'	Lasinasentajat	Glaziers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7136'	Putkiasentajat	Plumbers and pipe fitters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7137'	Rakennuss‰hkˆasentajat	Building and related electricians	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7139'	Muut rakennusten viimeistelytyˆntekij‰t	Building finishers and related trade workers not elsewhere classified	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'714'	Maalarit ja rakennuspuhdistajat	Painters, building structure cleaners and related trades workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7141'	Maalarit	Painters and related workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'71411'	Rakennusmaalarit	Building painters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'71412'	Auto- ja muut maalarit	Vehicle and other painters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7143'	Rakennuspuhdistajat ja nuohoojat	Building structure cleaners	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'72'	Konepaja- ja valimotyˆntekij‰t sek‰ asentajat ja korjaajat	Metal, machinery and related trades workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'721'	Valimotyˆntekij‰t, hitsaajat, levysep‰t ym.	Metal moulders, welders, sheet-metal workers, structural metal preparers, and related trades workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7211'	Muovaajat ja keernantekij‰t	Metal moulders and coremakers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7212'	Hitsaajat ja kaasuleikkaajat	Welders and flame cutters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7213'	Ohutlevysep‰t	Sheet-metal workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7214'	Paksulevysep‰t ja rautarakennetyˆntekij‰t	Structural-metal preparers and erectors	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7215'	Kaapelin- ja kˆysienasentajat	Riggers and cable splicers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7216'	Vedenalaistyˆntekij‰t	Underwater workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'722'	Sep‰t, tyˆkaluntekij‰t ja koneenasettajat	Blacksmiths, tool-makers and related trades workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7221'	Sep‰t	Blacksmiths, hammer-smiths and forging-press workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7222'	Tyˆkaluntekij‰t ja lukkosep‰t	Tool-makers and related workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7223'	Koneenasettajat ja koneistajat	Machine-tool setters and setter-operators	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7224'	Konehiojat, kiillottajat ja teroittajat	Metal wheel-grinders, polishers and tool sharpeners	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'723'	Koneasentajat ja -korjaajat	Machinery mechanics and fitters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7231'	Moottoriajoneuvojen ja tyˆkoneiden asentajat ja korjaajat	Motor-vehicle mechanics and fitters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7232'	Lentokoneasentajat ja -korjaajat	Aircraft engine mechanics and fitters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7233'	Maatalous- ja teollisuuskoneasentajat ja -korjaajat	Agricultural- or industrial-machinery mechanics and fitters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'724'	S‰hkˆ-, elektroniikka- ja tietoliikennelaitteiden asentajat ja korjaajat	Electrical, electronic and telecommunications equipment mechanics and fitters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7241'	S‰hkˆlaitteiden asentajat ja korjaajat	Electrical mechanics and servicers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7242'	Elektroniikkalaitteiden asentajat ja korjaajat	Electronics mechanics and servicers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'72421'	Tietokoneasentajat ja -korjaajat	Computer installers and repairers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'72422'	Automaatioasentajat ja -korjaajat	Automation installers and repairers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'72423'	Elektroniikka-asentajat ja -korjaajat	Electronic installers and repairers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7244'	Tietoliikenneasentajat ja -korjaajat	Telecommunications installers and mechanics	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7245'	Linja-asentajat ja -korjaajat	Electrical line installers, repairers and cable jointers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'73'	Hienomekaniikan ja taideteollisuuden tyˆntekij‰t	Precision, handicraft, craft printing and related trades workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'731'	Hienomekaanikot	Precision workers in metal and related materials	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7311'	Instrumentintekij‰t ja instrumenttiasentajat	Precision-instrument makers and repairers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7312'	Soittimien tekij‰t ja viritt‰j‰t	Musical-instrument makers and tuners	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7313'	Jalokivi-, kulta- ja hopeasep‰t	Jewellery and precious-metal workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'732'	Savenvalajat, lasihyttityˆntekij‰t ym.	Potters, glass-makers and related trades workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7321'	Saven- ja tiilenvalajat ja dreijaajat	Abrasive wheel formers, potters and related workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7322'	Lasinpuhaltajat ja -leikkaajat ym.	Glass-makers, cutters, grinders and finishers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7323'	Lasinkaivertajat ja -etsaajat	Glass-engravers and etchers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7324'	Koristelijat, lasittajat ym.	Glass, ceramics and related decorative painters	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'733'	Puu-, tekstiili-, nahka- ym. k‰sityˆtuotteiden tekij‰t	Handicraft workers in wood, textile, leather and related materials	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7330'	Puu-, tekstiili-, nahka- ym. k‰sityˆtuotteiden tekij‰t	Handicraft workers in wood, textile, leather and related materials	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'734'	Painopinnan valmistajat, tekstiilipainajat ym.	Craft printing and related trades workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7341'	Latojat ja asemoijat	Compositors, typesetters and related workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7342'	Painopinnan valmistajat	Stereotypers and electrotypers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7343'	Kaivertajat ja syˆvytt‰j‰t	Printing engravers and etchers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7344'	Valokuvalaboratorioiden tyˆntekij‰t	Photographic and related workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7345'	Kirjansitomotyˆntekij‰t	Bookbinders and related workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7346'	Silkki- ja tekstiilipainajat	Silk-screen, block and textile printers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'74'	Muut valmistustyˆntekij‰t	Other craft and related trades workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'741'	Teurastajat, leipurit, meijeristit ym.	Food processing and related trades workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7411'	Teurastajat, kalank‰sittelij‰t ym.	Butchers, fishmongers and related food preparers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7412'	Leipurit ja kondiittorit	Bakers, pastry-cooks and confectionery makers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7413'	Meijeristit, juustomestarit ym.	Dairy-products workers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7414'	Hedelm‰- ja vihannestuotteiden valmistajat	Fruit, vegetable and related preservers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7415'	Ruokien ja juomien laaduntarkkailijat	Food and beverage tasters and graders	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'7416'	Tupakkatuotteiden valmistajat	Tobacco preparers and tobacco products makers	NA	NA
PRIM_OUT	CODE7	KAYNTI_AMMATTI	Professional code of the recipient of the visit	'742'	Puutavaran k‰sittelij‰t, puusep‰t ym.	Wood treaters, cabinet-makers and related trades workers	NA	NA
